Player_Name,Batting_Average,Batting_Strike_Rate,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Matches_Batted,Not_Outs,Runs_Scored,Balls_Faced,Half_Centuries,Fours,Sixes,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Four_Wicket_Hauls,Player_Role,Fantasy_Points_Per_Match
Krishnappa Gowtham,15.45,122.402,67.498,8.446,47.242000000000004,35.0,9.0,247.0,148.0,0.0,15.0,17.0,35.0,576.0,779.0,21.0,0.0,Bowler,23.742857142857144
Krunal Pandya,20.581111111111113,125.44111111111111,32.867777777777775,7.051111111111111,26.555555555555557,114.0,31.0,1517.0,1140.0,1.0,136.0,56.0,114.0,1948.0,2370.0,70.0,0.0,Bowler,31.026315789473685
Kuldeep Sen,0.0,0.0,14.815,9.375,9.44,9.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,169.0,265.0,8.0,1.0,Bowler,23.77777777777778
Kuldeep Yadav,13.1875,69.96125,37.39,7.73625,28.4625,74.0,19.0,137.0,177.0,0.0,10.0,2.0,74.0,1512.0,2036.0,73.0,3.0,Bowler,27.10810810810811
Kumar Kartikeya Singh,4.5,72.85499999999999,32.9,8.29,23.4,12.0,0.0,9.0,12.0,0.0,1.0,0.0,12.0,234.0,329.0,10.0,0.0,Bowler,21.333333333333332
Kyle Mayers,29.15,144.11,0.0,8.43,0.0,13.0,0.0,379.0,263.0,4.0,38.0,22.0,13.0,42.0,59.0,0.0,0.0,Bowler,38.69230769230769
Lalit Yadav,23.400000000000002,105.09333333333332,40.583333333333336,8.206666666666667,29.0,25.0,5.0,295.0,278.0,0.0,26.0,7.0,25.0,270.0,369.0,10.0,0.0,Bowler,23.8
Liam Livingstone,31.606,151.052,16.134,7.042,8.8,34.0,5.0,883.0,534.0,6.0,61.0,63.0,34.0,186.0,309.0,8.0,0.0,Bowler,39.411764705882355
Lockie Ferguson,0.4166666666666667,89.48333333333333,49.32833333333334,9.051666666666668,30.083333333333332,38.0,7.0,67.0,45.0,0.0,6.0,2.0,38.0,811.0,1171.0,37.0,1.0,Bowler,26.736842105263158
Luke Wood,0.0,0.0,0.0,12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,25.0,0.0,0.0,Bowler,2.0
MS Dhoni,38.92,128.4294117647059,0.0,0.0,0.0,252.0,87.0,5082.0,3739.0,24.0,349.0,239.0,252.0,0.0,0.0,0.0,0.0,Batsman,24.226190476190474
Maheesh Theekshana,2.3333333333333335,33.333333333333336,19.13,8.153333333333334,14.743333333333334,23.0,1.0,7.0,7.0,0.0,0.0,1.0,23.0,528.0,689.0,23.0,1.0,Bowler,26.0
Mahipal Lomror,16.15285714285714,157.49428571428572,6.714285714285714,4.744285714285715,6.0,31.0,5.0,419.0,313.0,1.0,26.0,22.0,31.0,84.0,109.0,1.0,0.0,Bowler,17.741935483870968
Manish Pandey,30.69125,115.165,0.0,0.0,0.0,170.0,27.0,3808.0,3148.0,22.0,333.0,108.0,167.0,0.0,0.0,0.0,0.0,Batsman,26.66470588235294
Marco Jansen,5.5,79.8175,22.085,9.82,15.407499999999999,19.0,6.0,49.0,54.0,0.0,4.0,1.0,19.0,408.0,626.0,19.0,0.0,Bowler,28.42105263157895
Marcus Stoinis,24.547777777777778,123.97999999999999,34.64,8.78,21.27111111111111,83.0,20.0,1481.0,1055.0,7.0,111.0,75.0,83.0,719.0,1148.0,39.0,1.0,Bowler,33.674698795180724
Matheesha Pathirana,0.0,0.0,22.765,7.8100000000000005,17.565,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,319.0,423.0,21.0,0.0,Bowler,37.785714285714285
Matthew Wade,11.515,90.215,0.0,0.0,0.0,13.0,0.0,179.0,171.0,0.0,23.0,2.0,10.0,0.0,0.0,0.0,0.0,Batsman,15.846153846153847
Mayank Agarwal,21.51214285714286,127.77285714285713,0.0,0.0,0.0,124.0,4.0,2629.0,1964.0,13.0,259.0,98.0,124.0,0.0,0.0,0.0,0.0,Batsman,25.741935483870968
Mayank Dagar,0.0,0.0,41.5,7.775,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,96.0,123.0,1.0,0.0,Bowler,4.2
Mayank Markande,2.75,61.50666666666666,30.838333333333335,8.771666666666667,21.099999999999998,31.0,8.0,48.0,42.0,0.0,5.0,1.0,31.0,612.0,849.0,31.0,2.0,Bowler,27.483870967741936
Mitchell Marsh,16.4675,102.8125,16.8825,8.64,12.536249999999999,39.0,2.0,625.0,495.0,3.0,41.0,37.0,39.0,536.0,744.0,36.0,2.0,Bowler,43.48717948717949
Mitchell Santner,10.75,67.6525,27.375,6.9675,23.625,15.0,5.0,56.0,54.0,0.0,3.0,3.0,15.0,312.0,358.0,13.0,0.0,Bowler,26.666666666666668
Mitchell Starc,8.386666666666667,126.58666666666666,14.420000000000002,9.166666666666666,11.966666666666667,28.0,6.0,102.0,101.0,0.0,11.0,0.0,28.0,604.0,746.0,34.0,1.0,Bowler,35.392857142857146
Moeen Ali,19.726666666666667,136.535,28.456666666666667,7.166666666666667,23.645,59.0,6.0,1034.0,723.0,5.0,88.0,59.0,59.0,710.0,822.0,33.0,1.0,Bowler,36.05084745762712
Mohammad Nabi,8.297999999999998,135.094,28.65,7.564,21.774,17.0,2.0,180.0,119.0,0.0,16.0,9.0,17.0,343.0,408.0,13.0,1.0,Bowler,33.0
Mohammad Shami,4.8125,75.33,43.07125,8.9025,28.81875,77.0,12.0,69.0,73.0,0.0,5.0,2.0,77.0,1670.0,2402.0,79.0,0.0,Bowler,26.74025974025974
Mohammed Siraj,8.6875,60.18125,31.9275,8.59625,22.1575,81.0,14.0,97.0,111.0,0.0,10.0,2.0,81.0,1682.0,2391.0,80.0,2.0,Bowler,26.333333333333332
Mohd. Arshad Khan,9.0,120.0,38.0,13.41,17.0,6.0,1.0,18.0,15.0,0.0,0.0,1.0,6.0,85.0,190.0,5.0,0.0,Bowler,24.833333333333332
Mohit Sharma,3.5829999999999997,49.087,28.4,8.768,18.934,85.0,12.0,122.0,113.0,0.0,8.0,4.0,102.0,2049.0,2870.0,121.0,3.0,Bowler,31.34313725490196
Mohsin Khan,7.666666666666667,47.916666666666664,31.580000000000002,9.306666666666667,19.38,15.0,2.0,23.0,23.0,0.0,2.0,1.0,15.0,282.0,349.0,18.0,1.0,Bowler,33.0
Mujeeb Ur Rahman,2.75,69.045,24.7,8.665,16.927500000000002,19.0,4.0,12.0,15.0,0.0,2.0,0.0,19.0,434.0,592.0,19.0,0.0,Bowler,25.736842105263158
Mukesh Choudhary,6.0,100.0,26.5,9.32,17.06,13.0,1.0,6.0,6.0,0.0,1.0,0.0,13.0,273.0,424.0,16.0,1.0,Bowler,32.23076923076923
Mukesh Kumar,0.0,77.78,46.57,10.52,26.57,10.0,3.0,7.0,9.0,0.0,0.0,0.0,10.0,186.0,326.0,7.0,0.0,Bowler,17.8
Mustafizur Rahman,0.14285714285714285,35.78142857142857,29.357142857142858,8.94142857142857,19.900000000000002,50.0,8.0,13.0,23.0,0.0,0.0,1.0,50.0,1116.0,1473.0,51.0,1.0,Bowler,25.96
N. Tilak Varma,34.656666666666666,142.23666666666668,0.0,4.5,0.0,26.0,6.0,765.0,531.0,3.0,56.0,40.0,26.0,18.0,20.0,0.0,0.0,Batsman,36.19230769230769
Naman Dhir,20.0,200.0,0.0,13.0,0.0,1.0,0.0,20.0,10.0,0.0,3.0,1.0,1.0,6.0,13.0,0.0,0.0,Bowler,31.0
Nandre Burger,0.0,0.0,30.0,10.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,30.0,1.0,0.0,Bowler,29.0
Nathan Ellis,6.166666666666667,42.26333333333333,47.47,8.75,33.846666666666664,15.0,1.0,19.0,25.0,0.0,0.0,1.0,15.0,336.0,492.0,17.0,1.0,Bowler,29.733333333333334
Navdeep Saini,6.6,60.0,29.584000000000003,10.778,19.168,32.0,3.0,33.0,37.0,0.0,3.0,0.0,32.0,658.0,974.0,23.0,0.0,Bowler,19.28125
Naveen Ul Haq,8.0,38.095,20.205,9.035,13.635,9.0,2.0,16.0,21.0,0.0,2.0,0.0,9.0,192.0,260.0,13.0,1.0,Bowler,39.22222222222222
Nehal Wadhera,26.78,145.18,0.0,0.0,0.0,14.0,1.0,241.0,166.0,2.0,23.0,12.0,14.0,0.0,0.0,0.0,0.0,Batsman,22.0
Nicholas Pooran,23.183333333333334,151.99,0.0,0.0,0.0,63.0,13.0,1334.0,851.0,7.0,82.0,95.0,63.0,0.0,0.0,0.0,0.0,Batsman,26.476190476190474
Nitish Kumar Reddy,0.0,0.0,0.0,10.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,54.0,0.0,0.0,Bowler,1.0
Nitish Rana,27.316666666666666,129.92777777777778,6.666666666666667,6.29111111111111,4.768888888888889,106.0,9.0,2603.0,1929.0,18.0,230.0,131.0,106.0,180.0,252.0,10.0,0.0,Bowler,33.14150943396226
Noor Ahmad,4.0,88.89,23.06,7.82,17.69,13.0,1.0,8.0,9.0,0.0,1.0,0.0,13.0,283.0,369.0,16.0,0.0,Bowler,31.76923076923077
Pat Cummins,11.857142857142858,100.27428571428571,39.08,8.628571428571428,26.762857142857143,43.0,12.0,379.0,250.0,3.0,24.0,26.0,43.0,977.0,1389.0,46.0,1.0,Bowler,38.30232558139535
Phil Salt,40.625,149.45499999999998,0.0,0.0,0.0,10.0,1.0,272.0,173.0,3.0,27.0,13.0,10.0,0.0,0.0,0.0,0.0,Batsman,35.3
Piyush Chawla,9.318125,86.484375,28.605,8.23,20.920625,175.0,34.0,609.0,549.0,0.0,55.0,19.0,182.0,3658.0,4827.0,180.0,2.0,Bowler,28.725274725274726
Prabhsimran Singh,16.345,117.39999999999999,0.0,0.0,0.0,22.0,0.0,473.0,338.0,1.0,51.0,23.0,20.0,0.0,0.0,0.0,0.0,Batsman,26.272727272727273
Prashant Solanki,0.0,0.0,19.0,6.33,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,38.0,2.0,0.0,Bowler,29.0
Prasidh Krishna,1.2,24.0,43.9,9.078,28.76,51.0,7.0,9.0,24.0,0.0,0.0,0.0,51.0,1145.0,1703.0,49.0,1.0,Bowler,24.274509803921568
Pravin Dubey,8.0,66.92,9.5,7.665,9.0,4.0,1.0,23.0,33.0,0.0,2.0,0.0,4.0,66.0,91.0,1.0,0.0,Bowler,15.5
Prerak Mankad,15.5,264.585,0.0,0.0,0.0,6.0,3.0,97.0,73.0,1.0,13.0,2.0,6.0,0.0,0.0,0.0,0.0,Batsman,21.333333333333332
Prithvi Shaw,23.381666666666664,143.35999999999999,0.0,0.0,0.0,71.0,0.0,1694.0,1162.0,13.0,208.0,56.0,71.0,0.0,0.0,0.0,0.0,Batsman,29.887323943661972
Quinton de Kock,27.60272727272727,121.35181818181817,0.0,0.0,0.0,97.0,6.0,2911.0,2171.0,20.0,288.0,114.0,94.0,0.0,0.0,0.0,0.0,Batsman,37.02061855670103
Rachin Ravindra,41.5,237.14,0.0,0.0,0.0,2.0,0.0,83.0,35.0,0.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,Unknown,55.0
Rahmanullah Gurbaz,20.64,133.53,0.0,0.0,0.0,11.0,0.0,227.0,170.0,2.0,17.0,15.0,11.0,0.0,0.0,0.0,0.0,Batsman,26.727272727272727
Rahul Chahar,3.09,73.66571428571429,32.69285714285714,7.948571428571428,24.425714285714285,71.0,7.0,108.0,109.0,0.0,10.0,4.0,71.0,1508.0,1911.0,66.0,1.0,Bowler,25.211267605633804
Rahul Tewatia,21.041,122.194,20.176,7.266,15.934999999999999,82.0,23.0,847.0,638.0,1.0,62.0,43.0,82.0,843.0,1111.0,32.0,0.0,Bowler,22.20731707317073
Rahul Tripathi,26.0225,131.87625,0.0,1.5,0.0,90.0,11.0,2091.0,1510.0,11.0,205.0,79.0,90.0,6.0,12.0,0.0,0.0,Batsman,28.288888888888888
Rajat Patidar,27.416666666666668,117.65666666666665,0.0,0.0,0.0,14.0,1.0,422.0,301.0,2.0,31.0,22.0,14.0,0.0,0.0,0.0,0.0,Batsman,36.642857142857146
Rajvardhan Hangargekar,0.0,0.0,20.0,10.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,60.0,3.0,0.0,Bowler,40.5
Ramandeep Singh,28.75,159.19,4.5,4.5,3.0,6.0,2.0,80.0,57.0,0.0,4.0,5.0,6.0,36.0,54.0,6.0,0.0,Bowler,45.333333333333336
Rashid Khan,12.30875,156.765,25.33125,6.83375,21.81875,110.0,21.0,447.0,269.0,1.0,28.0,35.0,111.0,2639.0,2942.0,140.0,2.0,Bowler,36.83783783783784
Rasikh Dar,3.5,120.83500000000001,0.0,8.75,0.0,3.0,1.0,12.0,10.0,0.0,1.0,0.0,3.0,48.0,70.0,0.0,0.0,Bowler,7.666666666666667
Ravi Bishnoi,2.934,31.479999999999997,29.47,7.878,22.172,53.0,7.0,28.0,44.0,0.0,2.0,0.0,53.0,1167.0,1483.0,54.0,0.0,Bowler,26.150943396226417
Ravichandran Ashwin,11.378666666666668,100.23733333333332,29.034,6.891333333333334,24.626666666666665,198.0,31.0,714.0,601.0,1.0,56.0,24.0,198.0,4218.0,4938.0,172.0,1.0,Bowler,26.0
Ravindra Jadeja,27.85,130.77625,29.625625,7.58625,22.999375,228.0,72.0,2717.0,2111.0,2.0,193.0,100.0,228.0,3571.0,4516.0,152.0,3.0,Bowler,30.54385964912281
Reece Topley,0.0,0.0,14.0,7.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.0,1.0,0.0,Bowler,35.0
Ricky Bhui,3.3333333333333335,33.73,0.0,0.0,0.0,3.0,0.0,10.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,Unknown,2.0
Rilee Rossouw,16.62,127.78333333333335,0.0,0.0,0.0,14.0,2.0,262.0,192.0,1.0,20.0,14.0,14.0,0.0,0.0,0.0,0.0,Batsman,23.0
Rinku Singh,25.633333333333336,125.65666666666668,0.0,0.0,0.0,32.0,9.0,748.0,525.0,4.0,57.0,38.0,32.0,0.0,0.0,0.0,0.0,Batsman,28.65625
Rishabh Pant,32.00375,145.60625,0.0,0.0,0.0,99.0,15.0,2856.0,1931.0,15.0,262.0,129.0,99.0,0.0,0.0,0.0,0.0,Batsman,35.35353535353536
Rishi Dhawan,15.75,135.15333333333334,51.095,8.151666666666667,36.806666666666665,38.0,13.0,210.0,187.0,0.0,18.0,7.0,38.0,644.0,856.0,25.0,0.0,Bowler,23.07894736842105
Riyan Parag,21.423333333333332,125.96666666666665,32.083333333333336,8.12,17.166666666666668,55.0,7.0,643.0,513.0,2.0,45.0,30.0,55.0,157.0,280.0,4.0,0.0,Bowler,16.036363636363635
Rohit Sharma,30.694705882352945,130.98470588235293,8.360588235294117,4.402941176470588,6.561176470588235,244.0,28.0,6254.0,4805.0,42.0,561.0,258.0,244.0,363.0,453.0,15.0,1.0,Bowler,33.09836065573771
